source,question,choices,answer,masked_question,masked_word_answer,source,url
GSM8k,James buys 3 dirt bikes for $150 each and 4 off-road vehicles for $300 each.  It also cost him $25 to register each of these.  How much did he pay for everything?,,"The dirtbikes cost 3*150=$<<3*150=450>>450
The off-road vehicles cost 300*4=$<<300*4=1200>>1200
He had to register 3+4=<<3+4=7>>7 vehicles
That means registration cost 25*7=$<<25*7=175>>175
So the total cost of everything was 450+1200+175=$<<450+1200+175=1825>>1825
#### 1825",James buys 3 dirt bikes for $150 each and 4 off-() vehicles for $300 each.  It also cost him $25 to register each of these.  How much did he pay for everything?,road,GSM8k,
GSM8k,"Two runners are competing in a 10-mile race.  The first runs at an average pace of 8 minutes per mile, while the second runs at an average pace of 7 minutes per mile.  After 56 minutes, the second runner stops for a drink of water.  For how many minutes could the second runner remain stopped before the first runner catches up with him?",,"After 56 minutes, the second runner has traveled 56/7 = <<56/7=8>>8 miles.
Similarly, the first runner has traveled 56/8 = <<56/8=7>>7 miles.
Therefore, the two runners are 8 - 7 = <<8-7=1>>1 mile apart when the second runner stops.
Thus, the second runner can stop for a maximum of 8 minutes, which is the amount of time it takes the first runner to travel 1 mile.
#### 8","Two runners are competing in a 10-mile race.  The first runs at an average pace of 8 minutes per mile, while the second runs at an average pace of 7 minutes per mile.  After 56 minutes, the second runner stops for a () of water.  For how many minutes could the second runner remain stopped before the first runner catches up with him?",drink,GSM8k,
GSM8k,"Jason goes to the library 4 times more often than William goes. If William goes 2 times per week to the library, how many times does Jason go to the library in 4 weeks?",,"The number of times Jason goes to the library per week is 4 * 2 = <<4*2=8>>8 times.
The number of times he goes to the library in 4 weeks is 8 * 4 = <<8*4=32>>32 times.
#### 32","Jason goes to the library 4 times more often than William goes. If William goes 2 times per () to the library, how many times does Jason go to the library in 4 ()s?",week,GSM8k,
GSM8k,"When Matty was born, the cost of a ticket to Mars was $1,000,000. The cost is halved every 10 years. How much will a ticket cost when Matty is 30?",,"First find the total number of times the cost is halved: 30 years / 10 years/halving = 3 halvings
Then halve the cost once: $1,000,000 / 2 = $<<1000000/2=500000>>500,000
Then halve the cost a second time: $500,000 / 2 = $<<500000/2=250000>>250,000
Then halve the cost a third time: $250,000 / 2 = $<<250000/2=125000>>125,000
#### 125000","When Matty was born, the cost of a () to Mars was $1,000,000. The cost is halved every 10 years. How much will a () cost when Matty is 30?",ticket,GSM8k,
GSM8k,"In the first team, Beth scored 12 while Jan scored 10. In the second team, Judy scored 8 while Angel scored 11. How many more points did the first team get than the second team?",,"Beth and Jan scored a total of 12 + 10 = <<12+10=22>>22.
Judy and Angel scored a total of 8 + 11 = <<8+11=19>>19.
Thus, the first team scores 22 - 19 = <<22-19=3>>3 more points than the second team.
#### 3","In the first team, Beth scored 12 while Jan scored 10. In the second team, Judy scored 8 while Angel scored 11. How many more () did the first team get than the second team?",points,GSM8k,
GSM8k,Jackson’s mom packs him a peanut butter and jelly sandwich for his school lunch on Wednesdays and Fridays. There are 36 weeks of school and Jackson has only missed 1 Wednesday and 2 Fridays. How many peanut butter and jelly sandwiches did he eat for lunch this school year?,,"36 weeks of school x 2 days of the week = <<36*2=72>>72 days of school
1 Wednesday + 2 Fridays = <<1+2=3>>3 days of school missed
72 days of school – 3 days of school missed = <<72-3=69>>69 peanut butter and jelly sandwiches eaten
#### 69",Jackson’s mom packs him a peanut butter and jelly sandwich for his school lunch on Wednesdays and Fridays. There are 36 weeks of school and Jackson has only missed 1 Wednesday and 2 Fridays. How many peanut butter and jelly () did he eat for lunch this school year?,sandwiches,GSM8k,
GSM8k,"Chastity bought 4 lollipops which cost $1.50 each, and she also bought 2 packs of gummies which cost $2 each. If she has $15, how much was she left with after spending on the candies?",,"She spent 4 x $1.50 = $<<4*1.5=6>>6 for the lollipops.
She also spent 2 x $2 = $<<2*2=4>>4 for the gummies.
Therefore, Chastity was left with $15 - $10 = $<<15-10=5>>5
#### 5","Chastity bought 4 lollipops which cost $1.50 each, and she also bought 2 packs of () which cost $2 each. If she has $15, how much was she left with after spending on the candies?",gummies,GSM8k,
GSM8k,"The local school is holding a big fair to raise money for 5 classes that want to go on a trip. 150 people came to the party and paid a total of $368 for entrance tickets. There was a raffle which brought in $343. The sale of cakes and drinks brought $279. At the end of the fair, the principal of the school shared the money raised between the 5 classes. How much money did each class receive?",,"First, let’s calculate the total amount of money collected, which is 368 + 343 + 279 = $<<368+343+279=990>>990.
Let us now share this sum between the 5 classes: 990 / 5 = $<<990/5=198>>198.
#### 198","The local school is holding a big fair to raise money for 5 classes that want to go on a trip. 150 people came to the party and paid a total of $368 for () tickets. There was a raffle which brought in $343. The sale of cakes and drinks brought $279. At the end of the fair, the principal of the school shared the money raised between the 5 classes. How much money did each class receive?",entrance,GSM8k,
GSM8k,Tom decides to renovate a house.  There are 3 bedrooms and each bedroom takes 4 hours to renovate.  The kitchen takes 50% longer than each bedroom.  The living room took twice as much time as everything else combined.  How long did everything take?,,"The kitchen took 4 * .5 = <<4*.5=2>>2 hours longer than the bedrooms
So the kitchen took 4 + 2 = <<4+2=6>>6 hours
The bedrooms took 3 * 4 = <<3*4=12>>12 hours
So the kitchen and bedrooms combined took 12 + 6 = <<12+6=18>>18 hours
The living room took 18 * 2 = <<18*2=36>>36 hours
So everything took a total of 18 + 36 = <<18+36=54>>54 hours
#### 54",Tom decides to renovate a house.  There are 3 bedrooms and each bedroom takes 4 hours to renovate.  The kitchen takes 50% longer than each bedroom.  The () room took twice as much time as everything else combined.  How long did everything take?,living,GSM8k,
GSM8k,"Sandro has six times as many daughters as sons. If he currently has three sons, how many children does he have?",,"If Sandro has three sons, the total number of daughters, six times the number of sons, is 3 sons * 6 daughters/son = <<3*6=18>>18 daughters.
The total number of children is 18 daughters + 3 sons = <<18+3=21>>21 children.
#### 21","Sandro has six times as many daughters as (). If he currently has three (), how many children does he have?",sons,GSM8k,
GSM8k,"Jennifer is building tanks to hold her goldfish. She built 3 tanks that will hold 15 fish each, heated, and filled them. She plans to build the rest of the tanks equipped with heaters, and they will hold 10 fish each. If she needs to build enough tanks to house a total of 75 fish, how many more will she need to build?",,"With the tanks already built it has room for 3 tanks * 15 fish/tank = <<3*15=45>>45 fish.
The total of fish that still lack space is 75 fish - 45 fish = <<75-45=30>>30 fish.
This means Jennifer needs 30 fish / 10 fish/tank = <<30/10=3>>3 tanks of 10 fish.
#### 3","Jennifer is building tanks to hold her (). She built 3 tanks that will hold 15 fish each, heated, and filled them. She plans to build the rest of the tanks equipped with heaters, and they will hold 10 fish each. If she needs to build enough tanks to house a total of 75 fish, how many more will she need to build?",goldfish,GSM8k,
GSM8k,"September's temperature fluctuated severely in 1 week.  They started off with 40 degrees on Sunday then hit 50 on Monday, 65 on Tuesday, 36 on Wednesday, 82 on Thursday, 72 on Friday and ended the week at 26 on Saturday.  What was the average temperature for that week?",,"When you add up the temperature for the entire week, it comes to 40+50+65+36+82+72+26 = <<40+50+65+36+82+72+26=371>>371
These temperatures were over 7 days so the average temperature was 371/7 =<<371/7=53>>53 degrees
#### 53","September's temperature fluctuated severely in 1 week.  They started off with 40 () on Sunday then hit 50 on Monday, 65 on Tuesday, 36 on Wednesday, 82 on Thursday, 72 on Friday and ended the week at 26 on Saturday.  What was the average temperature for that week?",degrees,GSM8k,
GSM8k,Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,,"Stella and Twinkle filled up the truck at the rate of 250 blocks per hour per person, a total of 2*250 = <<250*2=500>>500 blocks per hour for both.
After working for four hours, Stella and Twinkle had filled 4*500 = <<4*500=2000>>2000 blocks into the truck.
The number of blocks they had to put into the truck for it to be full is 6000-2000 = <<6000-2000=4000>>4000
When 6 more people joined Stella and Twinkle, a total of 2+6 = <<2+6=8>>8 people were filling the truck now.
Working at the rate of 250 blocks per person, the eight people filled the truck with 250*8 = <<250*8=2000>>2000 blocks in one hour.
If there were 4000 blocks that still needed to be put into the truck, the 8 people took 4000/2000 = <<4000/2000=2>>2 hours to fill the truck with the blocks.
The total time it took to fill up the tank is 4+2 = <<4+2=6>>6 hours.
#### 6",Stella and Twinkle are filling up a () with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the () take?,truck,GSM8k,
GSM8k,"Marla has to spend 20 minutes driving one way to her son's school, then 70 minutes attending parent-teacher night, then the same amount of time driving home. How many minutes does Marla spend on this errand in total?",,"First multiply Marla's one-way driving time by 2 to find her total driving time: 20 minutes * 2 = <<20*2=40>>40 minutes
Then add Marla's driving time to the time spent attending the conference to find the total time: 70 minutes + 40 minutes = <<70+40=110>>110 minutes
#### 110","Marla has to spend 20 () driving one way to her son's school, then 70 () attending parent-teacher night, then the same amount of time driving home. How many () does Marla spend on this errand in total?",minutes,GSM8k,
GSM8k,"Jed collects stamp cards. Every week, he gets 6 cards. But every two weeks, he gives 2 cards to his friends. If Jed started with 20 cards, after how many weeks will he have a total of 40 cards?",,"In the first week, Jed has 20 + 6 = <<20+6=26>>26 cards.
In the second week, he has 26 + 6 = <<26+6=32>>32 cards.
But he is left with 32 - 2 = <<32-2=30>>30 cards on the 2nd week after giving 2 cards to his friend.
Then Jed has 30 + 6 = <<30+6=36>>36 cards on the 3rd week.
He has 36 + 6 = <<36+6=42>>42 cards on the 4th week.
After giving his friend 2 cards, he is then left with 42 - 2 = <<42-2=40>>40 cards on the 4th week.
Hence, Jed will have a total of 40 cards in 4 weeks.
#### 4","Jed collects stamp cards. Every week, he gets 6 cards. But every two (), he gives 2 cards to his friends. If Jed started with 20 cards, after how many () will he have a total of 40 cards?",weeks,GSM8k,
GSM8k,"Tim buys 3 loaves of bread.  Each loaf of bread has 20 slices.  He pays for the 3 loaves of bread with 2 $20 bills.  He gets $16 change.  How much does each slice cost, in cents?",,"He gave 2*20=$<<2*20=40>>40.
So the total cost was 40-16=$<<40-16=24>>24.
That means each slice costs 24/3=$<<24/3=8>>8.
That means it costs 8*100=<<8*100=800>>800 cents.
So each slice is 800/20=<<800/20=40>>40 cents.
#### 40","Tim buys 3 loaves of bread.  Each loaf of bread has 20 slices.  He pays for the 3 loaves of bread with 2 $20 bills.  He gets $16 change.  How much does each slice cost, in ()?",cents,GSM8k,
GSM8k,John buys a heating pad for $30.  He uses it 3 times a week for 2 weeks.  How much does he spend on each use?,,"He uses it 3*2=<<3*2=6>>6 times
So he pays 30/6=$<<30/6=5>>5
#### 5",John buys a heating pad for $30.  He ()s it 3 times a week for 2 weeks.  How much does he spend on each ()?,use,GSM8k,
GSM8k,"Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in total on the pills?",,"There were 9-4 = <<9-4=5>>5 other pills
Each of the other pills cost 1.50+5.50 = <<1.50+5.50=7>>7 dollars each.
The 5 pills cost a total of 7*5 = <<7*5=35>>35 dollars.
The first 4 pills cost 1.50*4 = <<1.50*4=6>>6 dollars in total.
Henry spent a total of 35+6 = <<35+6=41>>41 dollars.
#### 41","Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in () on the pills?",total,GSM8k,
